Recipe Name,All Ingredients,Key Ingredients,Outside order,Easy to carry?,Easy to cook?,Time to cook?,Diet Pref,Allergen,Tier,Season,Category,Macro Category,Base,Theme,Heavy Light,Dish Nationality,Cuisine,Temperature,Commonality,Excite Level,Equipment,,NEW FLAVOUR,NEW ETHNICITY,TASEER,SYMPTOMS,MED CON.,Consistency,PALEO?,DEF/TOX,BLD,Servings,Quantity per serving,Base,Theme,Carbs,Protein,Fat,Fiber,Energy,cal/serving,THERAPY,MAXIMUM QUANTITY,Min Quantity,RECIPE ID,Main/Mid,Is Measured In?,Wt.of Measured Amt.,Carbs/100gm,Protein/100gm,Fat/100gm,Fiber/100gm,Energy/100gm,Must have category,Good to have Category,Must have recipe,Good to have recipe,PRIORITY
Chana Dal Pulao,"Chana dal  - 1/2 cup
Ginger garlic paste - 1 tsp
Black peppercorns - 1/2 tbsp
Brown rice - 1/2 Cup
Cloves - 3 to 4
Onions - 2 Large size
Water - 250 ml
Chopped Tomatoes - 2
Desi Ghee - 1 tbsp
Bay leaf - 2
Cinnamon Stick - 1 whole
Cumin Seeds - 1 tbsp","Chana dal - 1/2'cup
Brown rice - 1/2'cup
Onion - 2 
Tomato - 2
Ghee - 1'tbsp
",NO,Easy,Medium,Medium (30 minutes),"VEGAN , VEGETARIAN","Onion/Garlic, Lactose",Both,All Season,Pulao,Rice,,,HEAVY,India,North Indian,Neutral,0,1,"Gas stove / Cooktop, Pressure cooker",,Umami,Generic,Hot Taseer,"Tiredness, fever, cold cough, nausea , Glucourea, Bloating,  Lack of sleep, Hairfall, Sleep disorders / insomnia, Lupus (SLE), chronic couch , fatique , weakness ","Type 2 Diabetes, Gestational Diabetes, Prediabetic, High Blood Pressure (Hypertension), Low Blood Pressure (Hypotension), Fatty Liver, Hepatitis A/B/C, Asthma, COPD, Sinusitis / allergic rhinitis, Vitiligo, Cardiovascular Diseases (CVDs)",Semi-solid,NO,"Potassium, High Total cholesterol, Iron Deficiency, V, Vitamin E deficiency, Magnesium deficiency, Folate deficiency, Protein Deficiency, Iodine deficiency, Vitamin C Deficiency, Zinc deficiency, Vitamin A Deficiency, High Uric acid, High LDL/Low HDL, High Triglycerides, Liver enzyme elevated, vitamin C, calcium deficiency, fiber deficiency.",Lunch,5,1.5 cup,Lentils,"HP, HF",128.39,20.01,21.49,31.27,786.81,157.36,"Low FODMAP, Low GI, DASH, Normal",2,1,269db44b-ba07-4619-afe8-d0cccfe634e6,MAIN,Katori,200gm,12.8,2.0,2.1,3.1,78.7,,,,"Aloo Gobhi Sabzi With Gravy, Aloo Sabzi With Gravy, Aloo Matar Sabzi With Gravy, White Chana Curry, Aloo Tamatar Sabzi With Gravy, Cauliflower Curry",Primary
Luchi,"1 cup whole wheat flour (atta)
A pinch of salt
1 teaspoon vegetable oil
Warm water for kneading
Vegetable oil for shallow frying","Whole wheat flour - 1'cup
Vegetable oil - 2'tsp",YES,Easy,Hard,Medium (30 minutes),"JAIN, VEGAN","Gluten, Gluten, wheat",Both,All Season,Roti,,,,Heavy,India,Bengali,Neutral,1,3,"Gas stove / Cooktop, Basic fry pan/kadai",,Soft food,east India ,Neutral Taseer," Reduce appetitide, stress, moond swings, constipstion, Bloating, low immunity, stress disorder, ADHD focus issue, Anxiety, pani attack, palpitation, skin glow, low eye sight, lupus","Type 2 Diabetes, Gestational Diabetes, Prediabetic, High Blood Pressure (Hypertension), Low Blood Pressure (Hypotension), Colitis / Ulcerative Colitis, Fatty Liver, Hepatitis A/B/C, Liver cirrhosis, Kidney stones (OXALATE), Kidney stones (URIC ACID), Osteoporosis, Asthma, COPD, Sinusitis / allergic rhinitis, Migraine, Gout (High Uric Acid), Vitiligo, Cardiovascular Diseases (CVDs)",Solid,NO,"Selenium Deficiency,  High Creatinine, Iron Deficiency, Vitamin D deficiency, Vitamin E deficiency, Magnesium deficiency, Folate deficiency, Protein Deficiency, Iodine deficiency, Vitamin C Deficiency, Vit B12 deficiency, Zinc deficiency, Vitamin A Deficiency, High Uric acid   Fiber deficiency, omega 3, Vitamin E deficiency, Potassium deficiency. ","Lunch, Dinner",4,1 luchi,Wheat,HF,86.4,15.84,13,13.63,524.04,131.01,"Low GI, Normal",2,1,26f70617-1da1-4e32-ac38-2cf7cf7deaa2,MAIN,Numbers,50gm,43.2,7.9,6.5,6.8,262.0,,,"Begun Bhaja, Ghooghni/Ghugni","Paneer Curry, Mutton kosha, Chicken Curry, Egg Curry, Chanar dalna",Secondary
Rainbow Omelette,"1 whole egg
2 egg whites
2 teaspoons olive oil
Salt (as per taste)
1/2 green chili (finely chopped)
1/2 teaspoon red chili powder
1/4 teaspoon black pepper powder
1/2 tomato (chopped)
1/4 cup green capsicum (chopped)
1/4 cup yellow bell pepper (chopped)
1/4 cup red bell pepper (chopped)
1/4 cup carrot (grated)","Egg - 1
Egg white - 2
Olive oil - 2'tsp
Tomato - 0.5
Capsicum - 0.75'cup
Carrot - 0.25'cup",YES,Easy,Easy,Low,"EGG,OVOVETARAIN",Onion/Garlic,Metro,Winter,Omelette,Omelette,,,HEAVY,Both,General,Neutral,0,2,"Gas stove / Cooktop, Basic fry pan/kadai",,Umami,Generic,Neutral Taseer," Reduce appetitide, stress, moond swings, constipstion, Bloating, low immunity, stress disorder, ADHD focus issue, Anxiety, pani attack, palpitation, skin glow, low eye sight, lupus","Type 2 Diabetes, Gestational Diabetes, Prediabetic, High Blood Pressure (Hypertension), Low Blood Pressure (Hypotension), Fatty Liver, Hepatitis A/B/C, Asthma, COPD, Sinusitis / allergic rhinitis, Vitiligo, Cardiovascular Diseases (CVDs)",Solid,YES,"Vitamin A defiiency, Fiber Difeciency, Selenium Deficiency, High Total cholesterol, High Creatinine, Vitamin E deficiency, Magnesium deficiency, Protein Deficiency, Iodine deficiency, , Zinc deficiency,  High LDL/Low HDL, High Triglycerides, Liver enzyme elevated","Breakfast, Dinner",1.5,1 omlette,Egg,HP,7.94,15.95,15.01,5.96,230.56,153.71,"Low FODMAP, Low GI, Antiinflammatory, Normal",2,1,272b55d6-f51b-4594-a3e4-ecbf0673b8ab,MAIN,Numbers,300gm,1.8,3.5,3.3,1.3,51.2,,Bread,,,Primary
Bhuni Khichuri,"For the Khichuri:
1 cup Gobindobhog rice (a fragrant and short-grain rice variety
 but you can use Basmati rice as an alternative)
1/2 cup split yellow moong dal (split yellow mung beans)
1/2 cup mixed vegetables (potatoes
 peas
 and cauliflower)
 cut into small pieces
1/2 teaspoon turmeric powder
1/2 teaspoon cumin seeds
1-2 bay leaves
2-3 green chilies
 slit (adjust to your spice preference)
1-2 dried red chilies (optional)
1/2 teaspoon ginger paste
1/2 teaspoon cumin powder
1/2 teaspoon garam masala
Salt to taste
2 tablespoons ghee (clarified butter)
2-3 tablespoons mustard oil
For the Bhuni (Roasted) Masala:
1 tablespoon whole garam masala (a mixture of cloves
 cinnamon
 green cardamom
 and black cardamom)
1-2 dried red chilies","Gobindobhog rice - 1'cup
Moong dal - 0.5'cup
Potato - 0.33'cup
Peas - 0.33'cup
Cauliflower - 0.33'cup
Ghee - 2'tbsp
Mustard oil - 3'tbsp


",NO,Medium,Hard,High,"VEGAN , VEGETARIAN","Lactose, Cruciferous, Onion/Garlic",Both,Winter,Khichdi,,,,Heavy,India,Bengali,Neutral,2,2,"Gas stove / Cooktop, Pressure cooker",,Salty,east India ,Neutral Taseer,"Loose motions/diarrhoea, Bloating, Acidity, Constipation, Reduced appetite, Headache, Lack of sleep, Hairfall, Sleep disorders / insomnia, Lichen planus, Rosacea, Lupus (SLE), Skin itching","Type 2 Diabetes, Gestational Diabetes, Prediabetic, High Blood Pressure (Hypertension), Low Blood Pressure (Hypotension), Fatty Liver, Hepatitis A/B/C, Asthma, COPD, Sinusitis / allergic rhinitis, Vitiligo, Cardiovascular Diseases (CVDs)",Solid,NO,"Potassium, High Total cholesterol, Iron Deficiency, V, Vitamin E deficiency, Magnesium deficiency, Folate deficiency, Protein Deficiency, Iodine deficiency, Vitamin C Deficiency, Zinc deficiency, Vitamin A Deficiency, High Uric acid, High LDL/Low HDL, High Triglycerides, Liver enzyme elevated, vitamin C, calcium deficiency, fiber deficiency.","Lunch, Dinner",6,1 bowl,Lentils,"HP, HF",121.8,31.85,77.04,5.2,1311.72,218.62,Normal,2,1,27497d64-23e9-4b0b-aa93-5c2bc451a3b3,MAIN,Katori,200gm,10.2,2.7,6.4,0.4,109.3,,,,"Tomato pachadi, Begun bhaja ",Primary
Tandoori Chicken,"500 g chicken on the bone
1/4 cup plain yogurt
1 tbsp lemon juice
1 tsp ginger garlic paste
1 tsp chicken masala
1 tsp ground cumin
1 tsp ground coriander
1/4 tsp turmeric
1/2 tsp red chili powder
Salt to taste
Cooking spray or oil for greasing","Chicken - 500'g
Curd- 0.25'cup
Lemon juice - 1'tbsp



",YES,Easy,Medium ,Medium (30 minutes),"CHICKEN, NONVEGETARIAN","Onion/Garlic, Citrus",Both,Winter,Heavy Meal,,,,Heavy,India,General,Neutral,0,2,Tandoor / grill pan,,"Spicy, Salty",Generic,Hot Taseer,"weakness, tiredness, bodyache, low immunity, lack of sleep, stress, anixety , muscle cramp, joint pain, hairfall, skin health low, mood swing, reduce appetite,Sleep disorders / insomnia","Type 2 Diabetes, Gestational Diabetes, Prediabetic, Hypothyroidism, Hyperthyroidism, Hashimoto's Thyroiditis, PCOS (Polycystic Ovarian Syndrome), PCOD, High Blood Pressure (Hypertension), Crohn's Disease, Colitis / Ulcerative Colitis, Fatty Liver, Hepatitis A/B/C, Liver cirrhosis, Kidney stones (OXALATE),  Osteoporosis, Asthma, COPD, Sinusitis / allergic rhinitis, Migraine, Eczema, Anemia,, Hormonal imbalances, Frequent UTIs, Vitiligo, Cardiovascular Diseases (CVDs)",Solid,YES," Protein deficiency, Vitamin B12 deficiency, Vitamin B6 deficiency, B3 deficiency, phosphorus deficiency, selenium deficiency, zinc deficiency, iron deficiency. calcium.vitamin C ","Lunch, Dinner",5,125 gm,Chicken,HP,3.97,138.75,70.09,0,1201.74,240.35,"Low FODMAP, Low GI, Normal",120,100,277d69a9-8fe3-4d21-b46a-318cd3a03c64,MAIN,Grams,100gm,0.8,27.8,14.0,0.0,240.3,,,,,Primary
Wheat Flour Momos,"2 cups whole wheat flour
1.5 cups water (as needed)
2 cloves garlic (minced)
1 onion (finely chopped)
2 cups cabbage (finely shredded)
1 cup carrot (finely grated)
1 tsp vinegar
1/2 tsp black pepper
Salt (to taste)
2 tsp oil
1 tsp soy sauce","Whole wheat flour - 2'cup
Cabbage - 2'cup
Carrot - 1'cup
Soy sauce - 1'tsp
",YES,Easy,Hard,High,"VEGAN , VEGETARIAN","Cruciferous, Gluten, Onion/Garlic, Gluten, wheat",Both,Winter,Momos,Chinese,,,HEAVY,Both,Chinese,Neutral,1,3,"Gas stove / Cooktop, Steamer",,Umami,chinese ,Neutral Taseer,"Loose motions/diarrhoea, Bloating, Acidity, Constipation, Reduced appetite, Headache, Lack of sleep, Hairfall, Sleep disorders / insomnia, Lichen planus, Rosacea, Lupus (SLE), Skin itching","Type 2 Diabetes, Gestational Diabetes, Prediabetic, High Blood Pressure (Hypertension), GERD (Gastroesophageal Reflux Disease), Colitis / Ulcerative Colitis, Fatty Liver, Hepatitis A/B/C, Liver cirrhosis, Kidney stones (OXALATE), Kidney stones (URIC ACID), Osteoarthritis, Rheumatoid Arthritis, Osteoporosis, Migraine, Anemia, Gout (High Uric Acid), Frequent UTIs, Vitiligo, Cardiovascular Diseases (CVDs)",Solid,NO,"High Total cholesterol, High Creatinine, Iron Deficiency,  Magnesium deficiency, Folate deficiency, Protein Deficiency,Vitamin C Deficiency, Zinc deficiency, Vitamin A Deficiency, High Uric acid, High LDL/Low HDL, High Triglycerides, Liver enzyme elevated, potassium, sodium, iodine. ","Lunch, Pre Dinner",4,4,Wheat,HF,187.42,35.14,16.18,34.93,1035.5,258.88,"Low GI, Normal",6,4,27908e2f-87f5-473e-a98b-616825727c53,MAIN,Numbers,40gm,117.1,22.0,10.1,21.8,647.2,,,,"Mint chutney, Coriander Chutney",Primary
Pepper Chicken,"Chicken - 250  g
Ginger Paste - 1/2  tsp
Garlic Paste - 1/2 tsp
Turmeric - 1/4 tsp
Onion - 1/2  cup
Tomato - 1/2  cup
Chilli Powder - 1/4  tsp
Garam Masala - 1/2  tsp
Curry Leaf - 8
Cumin Seeds - 1/4 tsp
Cardamom - 1
Cinnamon - 1/2 small
Clove - 1
Oil - 1 tbsp
Salt - as per taste -
Water - as required","Chicken - 250'g
Onion - 1/2'cup
Tomato - 1/2'cup
Oil - 1'tbsp",YES,Medium,Medium ,Medium (30 minutes),"CHICKEN, NONVEGETARIAN",Onion/Garlic,Both,Winter,Curry,,,,Heavy,Both,General,Neutral,1,3,"Gas stove / Cooktop, Basic fry pan/kadai",,Spicy,Generic,Hot Taseer," Muscle cramb,Glucourea,  Headache, Lack of sleep, Trieadness, Palpitation , Frequent infection , weakness , trieadness, leethargy, joint pain , back pain, delay in periods , calcinosis cutis, Dizzness, Cold Extremities, Headache, Angular Stomatitis, Koilonychia.","Type 2 Diabetes, Gestational Diabetes, Prediabetic, Hypothyroidism, Hyperthyroidism, Hashimoto's Thyroiditis, PCOS (Polycystic Ovarian Syndrome), PCOD, High Blood Pressure (Hypertension), Crohn's Disease, Colitis / Ulcerative Colitis, Fatty Liver, Hepatitis A/B/C, Liver cirrhosis, Kidney stones (OXALATE),  Osteoporosis, Asthma, COPD, Sinusitis / allergic rhinitis, Migraine, Eczema, Anemia,, Hormonal imbalances, Frequent UTIs, Vitiligo, Cardiovascular Diseases (CVDs)",Solid,YES," Protein deficiency, Vitamin B12 deficiency, Vitamin B6 deficiency, B3 deficiency, phosphorus deficiency, selenium deficiency, zinc deficiency, iron deficiency.","Lunch, Dinner",3,100 gm chicken,Chicken,HP,7.22,69.62,49.2,2.9,750.02,250.01,"Low FODMAP, Low GI, Normal",120,100,2797b3e5-60c2-4216-9245-e770c09e4015,MAIN,Grams,100gm,2.4,23.2,16.4,1.0,250.0,"Roti, Rice",,,,Primary
Milk Tea Without Sugar,"Tea Powder - 0.5 tsp
Milk - 0.5 cup
Water - 0.5 cup",Milk - 0.5'cup,YES,Medium ,Easy ,Low (5 minutes),"JAIN, VEGETARIAN ",Lactose,Both,All Season,Tea,,,,Light,Both,General,Neutral,0,1,"Gas stove / Cooktop, Electric kettle",,Bland,Generic,Neutral Taseer,"Loose motions/diarrhoea, Bloating, Acidity, Constipation, Reduced appetite, Headache, Lack of sleep, Hairfall, Sleep disorders / insomnia, Lichen planus, Rosacea, Lupus (SLE), Skin itching","Type 2 Diabetes,  Prediabetic, Hypothyroidism, Hyperthyroidism, Hashimoto's Thyroiditis, PCOS (Polycystic Ovarian Syndrome), PCOD, High Blood Pressure (Hypertension), Fatty Liver, Hepatitis A/B/C, Liver cirrhosis, Kidney stones (OXALATE), Kidney stones (URIC ACID), Osteoarthritis, Rheumatoid Arthritis, Osteoporosis, Asthma, COPD, Sinusitis / allergic rhinitis, Migraine, Eczema, Anemia, Gout (High Uric Acid), Hormonal imbalances, Vitiligo, Cardiovascular Diseases (CVDs)",Liquid,YES," High Total cholesterol, High Creatinine, Vitamin E deficiency, Magnesium deficiency, Zinc deficiency, Vitamin A Deficiency, High Uric acid, High LDL/Low HDL, High Triglycerides, Liver enzyme elevated, Iron deficiency (anemia), Vitamin C deficiency,Calcium deficiency, Selenium Deficiency.","Midmeal, Tea",1,1 cup,NO BASE,All themes,6.25,4.25,1.25,0,52.75,52.75,"Low GI, DASH, Normal",1,1,27a2e217-c468-4f98-a587-831a3937e385,MID,Cup,150ml,4.2,2.8,0.8,0.0,35.2,,,,Khakhra,Secondary
Masala Idli,"Suji - 1 cup
Curd - 1 cup
Water - 1/2
Eno - 1/2 tsp
Mustard Seeds - 1/2 tsp
Turmeric Powder - 1/2 tsp
Salt - As per taste
Curry Leaf - 4-5
Oil - 1 tsp
(Optional) Red Chilli Powder - 1/2 tsp","Rava - 1'cup
Curd - 1'cup
Oil - 1'tsp",YES,Easy,Medium ,Medium (30 minutes),"JAIN, VEGETARIAN ","Lactose, Gluten, Wheat",Both,Winter,Idli,south,,,LIGHT,India,South Indian,Neutral,0,2,"Gas stove / Cooktop, Basic fry pan/kadai",,Spicy,South indian ,Hot Taseer,"Loose motions/diarrhoea, Bloating, Acidity, Constipation, Reduced appetite, Headache, Lack of sleep, Hairfall, Sleep disorders / insomnia, Lichen planus, Rosacea, Lupus (SLE), Skin itching","Type 2 Diabetes, Gestational Diabetes, Prediabetic, High Blood Pressure (Hypertension), Low Blood Pressure (Hypotension), GERD (Gastroesophageal Reflux Disease), IBS (Irritable Bowel Syndrome), Colitis / Ulcerative Colitis, Fatty Liver, Hepatitis A/B/C, Liver cirrhosis, Kidney stones (OXALATE), Kidney stones (URIC ACID), Osteoarthritis, Rheumatoid Arthritis, Osteoporosis, Migraine, Anemia, Gout (High Uric Acid), Frequent UTIs, Vitiligo, Cardiovascular Diseases (CVDs)",Solid,YES,"Calcium deficiency, Selenium Deficiency, Biotin deficiency, High Total cholesterol, Iron Deficiency, deficiency, Vitamin E deficiency, Magnesium deficiency, Folate deficiency, Protein Deficiency, Iodine deficiency, Vitamin C Deficiency, Vit B12 deficiency, Zinc deficiency, Vitamin A Deficiency, High Uric acid, High LDL/Low HDL, High Triglycerides, Liver enzyme elevated","Breakfast, Lunch",4,4 small idli,Wheat,HF,128.23,29.07,15.01,0,763.65,190.91,"Low FODMAP, Low GI, Normal",3,2,27ba2a23-1e6a-4d21-a775-7f8e4ed26f42,MAIN,Numbers,135gm,23.7,5.4,2.8,0.0,141.4,,,"Coconut Coriander Chutney, Mint Chutney, Sambhar        ",,Primary
Nourisher Juice,"Pomegranate - 1 big-sized
Orange - 1 medium-sized
Mint Leaf - 4-5 leaves
Chia Seeds - 1 tsp
Rock Salt - a pinch","Pomegranate - 1 
Orange - 1 
Chia Seeds - 1'tsp",NO,HARD,Medium,Low,"JAIN, VEGAN",Citrus,Both,Winter,Juice,Fruit,,,LIGHT,Both,General,Neutral,1,1,"Basic mixer grinder, Juicer (cold press / centrifugal)",,"Sour/Tangy, Sweet",Generic,Cold Taseer,"Loose motions/diarrhoea, Bloating, Acidity, Constipation, Reduced appetite, Headache, Lack of sleep, Hairfall, Sleep disorders / insomnia, Lichen planus, Rosacea, Lupus (SLE), Skin itching","High Blood Pressure (Hypertension), GERD (Gastroesophageal Reflux Disease), Colitis / Ulcerative Colitis, Fatty Liver, Hepatitis A/B/C, Liver cirrhosis, Kidney stones (OXALATE), Kidney stones (URIC ACID), Osteoarthritis, Rheumatoid Arthritis, Osteoporosis, Asthma, COPD, Sinusitis / allergic rhinitis, Migraine, Eczema, Anemia, Gout (High Uric Acid), Vitiligo, Cardiovascular Diseases (CVDs)",Liquid,YES,"Potassium, High Total cholesterol, Iron Deficiency, V, Vitamin E deficiency, Magnesium deficiency, Folate deficiency, Protein Deficiency, Iodine deficiency, Vitamin C Deficiency, Zinc deficiency, Vitamin A Deficiency, High Uric acid, High LDL/Low HDL, High Triglycerides, Liver enzyme elevated, vitamin C, calcium deficiency, fiber deficiency.",Mid Meal,1,1 glass,NO BASE,All themes,72.54,6.97,5.07,9.92,362.71,362.71,Normal,1,1,27c01660-247b-41db-aa50-fd2a0fb49068,MID,Glass,200ml,36.3,3.5,2.5,5.0,181.4,,,,,Secondary
Tilache Ladoo,"White sesame seeds (about 30 grams)-2 tbsp
Peanuts -1 tbsp
Desiccated coconut - 1 tbsp
Powdered jaggery or grated jaggery (heaped
 about 40 grams)-2 tbsp
Water-1 tbsp
Cardamom powder- a pinch
Water or oil for greasing palms","Sesame seeds - 2'tbsp
Peanuts - 1'tbsp
Dry coconut - 1'tbsp
Jaggery powder - 2'tbsp",NO,Easy,Medium,Low (5 minutes),"JAIN, VEGAN","Peanuts, Nut",Both,Winter,Dessert,,,,Heavy,India,Maharashtrian,Neutral,1,3,"Gas stove / Cooktop, Basic fry pan/kadai",,Sweet,"North indian, West india , Central india ",Neutral Taseer,"Reduced appetite, Sleep disorders / insomnia, low in immunity , Acne, palpitation, Proteinurea , lethargy, Hairfall, Depression. weakness, low immunity, fatique, dizzness, hair fall , skin health , joint pain, bodyache.","Hypothyroidism, Hyperthyroidism, Hashimoto's Thyroiditis, PCOS (Polycystic Ovarian Syndrome), PCOD, High Blood Pressure (Hypertension), Hepatitis A/B/C, Liver cirrhosis, Kidney stones (URIC ACID), Asthma, COPD, Sinusitis / allergic rhinitis, Migraine, Anemia, Gout (High Uric Acid), Hormonal imbalances, Frequent UTIs, Vitiligo, Cardiovascular Diseases (CVDs)",Solid,YES,"Potassium, High Total cholesterol, Iron Deficiency, V, Vitamin E deficiency, Magnesium deficiency, Folate deficiency, Protein Deficiency, Iodine deficiency, Vitamin C Deficiency, Zinc deficiency, Vitamin A Deficiency, High Uric acid, High LDL/Low HDL, High Triglycerides, Liver enzyme elevated, vitamin C, calcium deficiency, fiber deficiency.",Pre Dinner,4,1 ladoo,NO BASE,All themes,40.67,10.27,31.78,9.1,482.25,120.56,"DASH, Normal",2,1,27d7bf43-9c73-4f15-a918-6423990b1d21,MID,Numbers,22gm,46.2,11.7,36.1,10.3,548.0,,,,,Primary
Saunf Water,"Fennel Seeds - 1/2 tbsp
Water - 900 ml RO purified",Fennel Seeds - 0.5'tbsp,YES,HARD,Easy ,Low (5 minutes),"JAIN, VEGAN",,Both,All Season,Morning Water,,,,LIGHT,India,General,Neutral,0,1,"Gas stove / Cooktop, Electric kettle",,Bland,Generic,Neutral Taseer," Loose motions/diarrhoea, Bloating, Acidity,  Sleep disorders / insomnia, Lichen planus, Rosacea, Lupus (SLE)","Type 2 Diabetes,  Prediabetic, Hypothyroidism, Hyperthyroidism, Hashimoto's Thyroiditis, PCOS (Polycystic Ovarian Syndrome), PCOD, High Blood Pressure (Hypertension), Fatty Liver, Hepatitis A/B/C, Liver cirrhosis, Kidney stones (OXALATE), Kidney stones (URIC ACID), Osteoarthritis, Rheumatoid Arthritis, Osteoporosis, Asthma, COPD, Sinusitis / allergic rhinitis, Migraine, Eczema, Anemia, Gout (High Uric Acid), Hormonal imbalances, Vitiligo, Cardiovascular Diseases (CVDs)",Liquid,YES,"High Total cholesterol, Iron Deficiency, Magnesium deficiency, Folate deficiency, Protein Deficiency, Vitamin C Deficiency,  Zinc deficiency, Vitamin A Deficiency, High Uric acid, High LDL/Low HDL, High Triglycerides, Liver enzyme elevated, Calcium deficiency, Selenium Deficiency, Biotin deficiency, Vitamin K deficiency, Potassium.","Mid Meal, Morning Water",3,1 cup,NO BASE,All themes,3.92,1.19,1.12,0,30.47,10.16,"Low FODMAP, Low GI, DASH, Normal",1,1,284a9c28-94bd-4f08-ac92-9ecdd51384bf,MID,glass,250ml,0.5,0.2,0.1,0.0,4.1,,,,Soaked almonds,Primary
Oats Pulao,"Oats - 1 cup
Cumin seeds - 1 tsp
Onion - 1
Tomato -1
Green chilli - 1
Carrot - 1
Beans - 50 g
Kitchen king - 1 tsp
Chilli powder - 1 tsp
Chaat masala - 1 tsp
Salt - as per taste
Water - 1 cup
Oil - 1 tsp","Oats - 1'cup
Onion - 1
Tomato - 1
Carrot - 1
Beans - 50'g
Oil - 1'tsp",NO,Medium,Medium,Medium,"VEGAN , VEGETARIAN","Gluten, Onion/Garlic",Both,Winter,Pulao,,,,Heavy,India,General,Neutral,1,1,"Gas stove / Cooktop, Pressure cooker",,Umami,Generic,Neutral Taseer,"Glucourea, Loose motions/diarrhoea, Bloating, Reduced appetite, Headache, Lack of sleep, Sleep disorders / insomnia, Lupus (SLE)","Type 2 Diabetes, Gestational Diabetes (portion-controlled), Prediabetic, High Blood Pressure (Hypertension), Fatty Liver, Kidney stones (OXALATE), Kidney stones (URIC ACID), Osteoporosis, Migraine, Anemia, Gout (High Uric Acid), Frequent UTIs, Vitiligo, Cardiovascular Diseases (CVDs), post antibiotic phase.",Solid,NO," Folate deficiency, Vit B12 deficiency,  High LDL/Low HDL, High Triglycerides,   Protein, Iron, Magnesium, Zinc, Phosphorus, B-complex vitamins (especially Vitamin B1),Vitamin C, Vitamin K, Vitamin A (beta-carotene) ",Lunch,2.5,1.5 cup cooked,Oats,HF,91.68,22.08,12.11,12.54,563.69,225.48,"Low GI, Normal",2,1,28bc6961-3ace-4ecc-8d86-c61ad43e3042,MAIN,Katori,200gm,18.3,4.4,2.4,2.5,112.7,,,,"Aloo Gobhi Sabzi With Gravy, Aloo Sabzi With Gravy, Aloo Matar Sabzi With Gravy, White Chana Curry, Aloo Tamatar Sabzi With Gravy, Cauliflower Curry",Primary
Amritsari Kulcha,"Whole Wheat Flour - 250 g
Baking Powder - 0.5 tsp
Water - 0.5 cup
Curd - 2 tbsp
Ghee - 3 tsp
Sesame Seeds - 2 tbsp
Garam Masala - 0.5 tsp
Amchur Powder - 0.5 tsp
Red Chilli - 0.5 tsp
Salt - 1 tsp
Potato - 1 cup","Whole Wheat Flour - 250'g
Curd - 2'tbsp
Ghee - 3'tsp
Sesame Seeds - 2'tbsp
Potato - 1'cup",YES,Medium,Medium ,Medium (30 minutes),VEGETARIAN,"Lactose, Gluten, Gluten, wheat, Onion/Garlic",Both,Winter,Kulcha,Breads,,,HEAVY,India,North Indian,Neutral,1,3,OTG (Oven Toaster Griller),,Salty,Generic,Neutral Taseer,"Glucourea, Loose motions/diarrhoea, Bloating, Reduced appetite, Headache, Lack of sleep, Sleep disorders / insomnia, Lupus (SLE)","High Blood Pressure (Hypertension), Low Blood Pressure (Hypotension), Fatty Liver (in moderation), Kidney stones (OXALATE), Kidney stones (URIC ACID), Osteoarthritis, Rheumatoid Arthritis, Osteoporosis, Migraine, Anemia, Gout (High Uric Acid), Frequent UTIs, Vitiligo, Cardiovascular Diseases (CVDs),Type 2 Diabetes, Gestational Diabetes, Prediabetic , Thyroid.",Solid,NO,"Selenium Deficiency,  High Creatinine, Iron Deficiency, Vitamin D deficiency, Vitamin E deficiency, Magnesium deficiency, Folate deficiency, Protein Deficiency, Iodine deficiency, Vitamin C Deficiency, Vit B12 deficiency, Zinc deficiency, Vitamin A Deficiency, High Uric acid   Fiber deficiency, omega 3, Vitamin E deficiency, Potassium deficiency. ","Breakfast, Lunch",4,1 kulcha,"Wheat, Aloo","HF, WR",214.71,42.51,37.3,36.13,1363.79,340.95,Normal,2,1,28df1a23-1e23-4fd7-a794-aa5cf809cb9e,MAIN,Numbers,108gm,49.7,9.8,8.6,8.4,315.7,,,White chana curry,,Primary
